IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,54,0.00
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,54,0.00
8.218.53.110,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.236.205.188,80,80,false,SIN,Asia Pacific,Singapore,54,0.00
47.242.17.250,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.242.183.66,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.65.237,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.236.169.141,2052,2052,false,SIN,Asia Pacific,Singapore,54,0.00
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,54,0.00
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.107.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.48.107,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.217.193.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,55,0.00
8.222.180.86,2096,2096,true,SIN,Asia Pacific,Singapore,55,0.00
47.242.36.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.219.117.198,2087,2087,true,SIN,Asia Pacific,Singapore,55,0.00
8.210.107.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.204.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.85.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.217.91.121,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.242.157.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,55,0.00
47.76.94.15,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,0.00
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.243.234.9,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.237.95.156,2086,2086,false,SIN,Asia Pacific,Singapore,56,0.00
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,56,0.00
47.243.183.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.243.27.217,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.122.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.243.74.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.180.24,2095,2095,false,SIN,Asia Pacific,Singapore,56,0.00
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.219.202.130,8080,8080,false,SIN,Asia Pacific,Singapore,56,0.00
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.219.99.169,80,80,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,57,0.00
47.242.252.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.218.65.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.210.48.107,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,57,0.00
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.222.222.64,2086,2086,false,SIN,Asia Pacific,Singapore,57,0.00
8.210.156.6,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,57,0.00
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.219.202.130,2086,2086,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.189.92,2082,2082,false,SIN,Asia Pacific,Singapore,57,0.00
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.236.169.141,8880,8880,false,SIN,Asia Pacific,Singapore,58,0.00
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.242.79.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,58,0.00
47.243.67.28,80,80,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,58,0.00
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,58,0.00
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,58,0.00
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,59,0.00
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.219.163.195,2082,2082,false,SIN,Asia Pacific,Singapore,59,0.00
47.236.189.92,2095,2095,false,SIN,Asia Pacific,Singapore,59,0.00
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,59,0.00
8.218.142.253,2082,2082,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.210.101.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.222.144.50,2095,2095,false,SIN,Asia Pacific,Singapore,59,0.00
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,59,0.00
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,59,0.00
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,59,0.00
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,59,0.00
8.218.204.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.242.105.120,80,80,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.218.155.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,0.00
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,60,0.00
47.237.92.26,8880,8880,false,SIN,Asia Pacific,Singapore,60,0.00
8.210.48.107,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.217.127.73,80,80,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,60,0.00
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.217.147.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.243.91.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.76.178.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.243.234.9,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,0.00
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,60,0.00
47.243.86.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.222.191.138,8080,8080,false,SIN,Asia Pacific,Singapore,61,0.00
47.243.90.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.217.147.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,61,0.00
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,61,0.00
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,0.00
47.236.80.110,2095,2095,false,SIN,Asia Pacific,Singapore,61,0.00
8.219.198.34,2052,2052,false,SIN,Asia Pacific,Singapore,61,0.00
47.76.94.15,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.243.169.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.219.111.175,8880,8880,false,SIN,Asia Pacific,Singapore,62,0.00
47.242.252.237,80,80,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.236.164.215,2086,2086,false,SIN,Asia Pacific,Singapore,62,0.00
47.237.86.185,8080,8080,false,SIN,Asia Pacific,Singapore,62,0.00
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.218.53.110,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.236.232.148,80,80,false,SIN,Asia Pacific,Singapore,62,0.00
47.237.84.173,2086,2086,false,SIN,Asia Pacific,Singapore,62,0.00
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.217.232.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.242.234.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,63,0.00
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,63,0.00
8.217.239.116,80,80,false,HKG,Asia Pacific,Hong Kong,63,0.00
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,0.00
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,0.00
8.217.221.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.243.67.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,0.00
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,0.00
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.217.121.207,8880,8880,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.218.243.95,2095,2095,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.243.90.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.236.80.110,8080,8080,false,SIN,Asia Pacific,Singapore,64,0.00
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,64,0.00
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.217.49.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,64,0.00
47.243.139.243,80,80,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.242.79.71,2086,2086,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,64,0.00
8.210.175.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,64,0.00
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,65,0.00
8.217.149.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.243.5.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.243.234.9,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,0.00
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,65,0.00
8.210.55.134,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.242.252.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.00
8.219.50.180,2053,2053,true,SIN,Asia Pacific,Singapore,65,0.00
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,65,0.00
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,65,0.00
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,66,0.00
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.218.204.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,66,0.00
47.76.146.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,0.00
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,66,0.00
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.219.210.64,2083,2083,true,SIN,Asia Pacific,Singapore,66,0.00
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.217.147.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.217.159.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.237.94.140,2052,2052,false,SIN,Asia Pacific,Singapore,67,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.243.139.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.242.171.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.238.40.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.217.85.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.236.9.152,2052,2052,false,SIN,Asia Pacific,Singapore,68,0.00
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.236.102.102,2095,2095,false,SIN,Asia Pacific,Singapore,68,0.00
47.243.139.85,2086,2086,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,68,0.00
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.243.139.243,2086,2086,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.242.157.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,0.00
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,68,0.00
47.236.205.188,2082,2082,false,SIN,Asia Pacific,Singapore,68,0.00
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,68,0.00
8.217.49.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,0.00
8.217.164.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,69,0.00
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,69,0.00
47.242.157.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,0.00
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,69,0.00
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,70,0.00
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,70,0.00
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,70,0.00
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,70,0.00
8.210.156.6,80,80,false,HKG,Asia Pacific,Hong Kong,71,0.00
8.217.85.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,71,0.00
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,71,0.00
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,71,0.00
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,71,0.00
47.236.121.23,2082,2082,false,SIN,Asia Pacific,Singapore,71,0.00
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,71,0.00
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,72,0.00
47.243.74.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,72,0.00
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,72,0.00
8.222.181.117,8880,8880,false,SIN,Asia Pacific,Singapore,72,0.00
8.222.244.192,2052,2052,false,SIN,Asia Pacific,Singapore,72,0.00
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,72,0.00
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,73,0.00
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,73,0.00
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,73,0.00
8.217.85.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,73,0.00
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,73,0.00
47.243.67.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,73,0.00
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,73,0.00
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,73,0.00
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,73,0.00
47.236.164.215,2052,2052,false,SIN,Asia Pacific,Singapore,74,0.00
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,74,0.00
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,74,0.00
8.217.207.60,8880,8880,false,HKG,Asia Pacific,Hong Kong,74,0.00
47.243.199.41,80,80,false,HKG,Asia Pacific,Hong Kong,74,0.00
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,75,0.00
8.219.66.156,2086,2086,false,NRT,Asia Pacific,Tokyo,75,0.00
8.217.232.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,75,0.00
47.236.144.156,2082,2082,false,SIN,Asia Pacific,Singapore,75,0.00
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,75,0.00
47.236.121.23,8080,8080,false,SIN,Asia Pacific,Singapore,75,0.00
8.217.159.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,75,0.00
8.219.210.64,2096,2096,true,SIN,Asia Pacific,Singapore,75,0.00
47.236.80.110,8880,8880,false,SIN,Asia Pacific,Singapore,75,0.00
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,75,0.00
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,75,0.00
8.219.113.232,2095,2095,false,SIN,Asia Pacific,Singapore,75,0.00
8.217.159.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,75,0.00
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,76,0.00
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,76,0.00
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,77,0.00
47.76.32.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,0.00
47.236.121.23,8080,8080,false,SIN,Asia Pacific,Singapore,77,0.00
47.243.183.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,77,0.00
47.243.234.9,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,0.00
8.219.66.156,2052,2052,false,NRT,Asia Pacific,Tokyo,77,0.00
8.217.221.165,2082,2082,false,HKG,Asia Pacific,Hong Kong,78,0.00
8.210.156.6,2095,2095,false,HKG,Asia Pacific,Hong Kong,78,0.00
47.242.232.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,78,0.00
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,78,0.00
8.222.165.117,8880,8880,false,SIN,Asia Pacific,Singapore,79,0.00
47.236.125.62,80,80,false,NRT,Asia Pacific,Tokyo,79,0.00
8.210.100.23,2082,2082,false,HKG,Asia Pacific,Hong Kong,79,0.00
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,0.00
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,79,0.00
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,79,0.00
8.219.66.156,8880,8880,false,NRT,Asia Pacific,Tokyo,79,0.00
8.219.66.156,2095,2095,false,NRT,Asia Pacific,Tokyo,79,0.00
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,79,0.00
8.218.207.169,2095,2095,false,HKG,Asia Pacific,Hong Kong,80,0.00
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,80,0.00
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,80,0.00
47.242.252.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,81,0.00
8.219.66.156,2052,2052,false,NRT,Asia Pacific,Tokyo,81,0.00
47.236.125.62,8080,8080,false,NRT,Asia Pacific,Tokyo,81,0.00
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,82,0.00
8.217.91.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,82,0.00
47.76.32.108,80,80,false,HKG,Asia Pacific,Hong Kong,82,0.00
8.219.110.81,8880,8880,false,SIN,Asia Pacific,Singapore,83,0.00
8.219.99.169,2083,2083,true,SIN,Asia Pacific,Singapore,83,0.00
8.219.153.237,80,80,false,NRT,Asia Pacific,Tokyo,83,0.00
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,83,0.00
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,83,0.00
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,84,0.00
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,84,0.00
8.218.188.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,84,0.00
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,85,0.00
8.210.65.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,85,0.00
47.242.176.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,85,0.00
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,85,0.00
47.57.14.118,80,80,false,SJC,North America,San Jose,86,0.00
8.219.66.156,8080,8080,false,NRT,Asia Pacific,Tokyo,86,0.00
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,86,0.00
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,86,0.00
47.243.206.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,86,0.00
8.218.211.17,8880,8880,false,HKG,Asia Pacific,Hong Kong,86,0.00
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,86,0.00
47.236.125.62,2082,2082,false,NRT,Asia Pacific,Tokyo,87,0.00
8.219.153.237,2086,2086,false,NRT,Asia Pacific,Tokyo,87,0.00
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,87,0.00
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,87,0.00
47.242.157.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,88,0.00
8.219.153.237,2082,2082,false,NRT,Asia Pacific,Tokyo,88,0.00
47.243.139.85,80,80,false,HKG,Asia Pacific,Hong Kong,89,0.00
47.243.206.150,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,0.00
8.218.222.36,8880,8880,false,HKG,Asia Pacific,Hong Kong,90,0.00
8.219.66.156,2082,2082,false,NRT,Asia Pacific,Tokyo,91,0.00
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,92,0.00
47.236.125.62,8080,8080,false,NRT,Asia Pacific,Tokyo,92,0.00
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,92,0.00
8.210.119.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,92,0.00
8.218.74.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,92,0.00
8.210.48.107,2052,2052,false,HKG,Asia Pacific,Hong Kong,93,0.00
47.236.180.24,8880,8880,false,SIN,Asia Pacific,Singapore,94,0.00
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,94,0.00
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,94,0.00
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,94,0.00
47.236.205.188,8080,8080,false,SIN,Asia Pacific,Singapore,95,0.00
8.219.66.156,80,80,false,NRT,Asia Pacific,Tokyo,95,0.00
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,95,0.00
8.219.77.222,2096,2096,true,SIN,Asia Pacific,Singapore,95,0.00
47.236.125.62,80,80,false,NRT,Asia Pacific,Tokyo,96,0.00
47.243.206.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,96,0.00
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,98,0.00
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,0.00
8.219.66.156,2082,2082,false,NRT,Asia Pacific,Tokyo,100,0.00
8.218.52.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,0.00
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,102,0.00
8.219.153.237,2052,2052,false,NRT,Asia Pacific,Tokyo,102,0.00
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,102,0.00
47.236.130.95,443,443,true,SIN,Asia Pacific,Singapore,102,0.00
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,103,0.00
8.210.66.190,2052,2052,false,HKG,Asia Pacific,Hong Kong,103,0.00
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,103,0.00
47.236.144.156,8443,8443,true,SIN,Asia Pacific,Singapore,104,0.00
8.219.153.237,2095,2095,false,NRT,Asia Pacific,Tokyo,104,0.00
8.219.153.237,2052,2052,false,NRT,Asia Pacific,Tokyo,105,0.00
